comp_id,amort,curr_assets,curr_liab,extra_exp,extra_inc,extra_profit_loss,fixed_assets,inc_bef_tax,intang_assets,inventories,liq_assets,material_exp,personnel_exp,profit_loss_year,sales,share_eq,subscribed_cap,tang_assets,balsheet_notfullyear,year,founded_year,ceo_count,foreign,female,inoffice_days,gender,origin,nace_main,urban_m,region_m,founded_date,labor_avg,status,Log_Sales,Log_ply,Log_amort,Log_curr_liab,Log_inc_bef_tax,Log_personnel_exp,Log_material_exp,company_age
2123765.0,1051.851806640625,2992.592529296875,2670.370361328125,0.0,0.0,0.0,203.7037048339844,1574.0740966796875,0.0,2103.70361328125,874.0740966796875,47559.2578125,12233.3330078125,1411.111083984375,62859.2578125,-10844.4443359375,1888.888916015625,203.7037048339844,0,2015,2012.0,1.0,0.0,0.0,1475.0,male,Domestic,5610.0,3,West,2012-12-12,0.1666666716337204,Active,11.048653503290128,7.2521326758867914,6.958307515162463,7.889972453882573,7.3614225032693925,9.411919718765219,10.769731745394898,3.0
4177013.0,2307.407470703125,618.5184936523438,1648.148193359375,0.0,0.0,0.0,11907.4072265625,5400.0,0.0,0.0,48.14814758300781,50007.40625,9481.4814453125,4803.70361328125,68070.3671875,10877.77734375,1851.851806640625,11907.4072265625,1,2012,2012.0,1.0,0.0,1.0,1753.0,female,Domestic,5610.0,1,Central,2012-03-08,0.5972222089767456,Active,11.128297260690706,8.477142485476719,7.743879866202746,7.407407629581533,8.594154232552366,9.157095853642673,10.819926398440858,0.0
4453296.0,0.0,16159.2587890625,5903.70361328125,0.0,0.0,0.0,0.0,2877.77783203125,0.0,0.0,11444.4443359375,2707.407470703125,6692.5927734375,2692.592529296875,12377.77734375,10111.111328125,11111.111328125,0.0,0,2013,2012.0,1.0,0.0,1.0,1607.0,female,Domestic,5610.0,2,Central,2012-07-30,0.45409183932167096,Active,9.42365799407402,7.898259774009931,0.0,8.683335164017697,7.964773689203968,8.808756637597643,7.90374680311226,1.0
5579894.0,2896.29638671875,118903.703125,124962.9609375,0.0,0.0,0.0,392.5925903320313,1503.7037353515625,0.0,0.0,114262.9609375,184003.703125,20281.482421875,1062.9630126953125,208577.78125,-6259.25927734375,1851.851806640625,392.5925903320313,0,2014,2012.0,2.0,0.0,0.5,1122.0,mix,Domestic,5510.0,1,Central,2012-09-20,0.2361111044883728,Active,12.248067302213315,6.968815582529913,7.971188091749101,11.735772659875215,7.315686500632101,9.917463552759203,12.12271116206795,2.0
14142375.0,181.48147583007807,1059.25927734375,662.9629516601562,0.0,0.0,0.0,5611.111328125,1155.5555419921875,0.0,0.0,1048.148193359375,2440.74072265625,0.0,1033.3333740234375,3881.4814453125,4896.29638671875,3703.70361328125,5611.111328125,0,2014,2012.0,1.0,0.0,0.0,1627.0,male,Domestic,5520.0,3,East,2012-07-16,0.45409183932167096,Active,8.263972175546405,6.940545141182647,5.201153586954002,6.496719108775591,7.052336496055714,0.0,7.800056847076842,2.0
14142375.0,1685.1851806640625,8666.6669921875,748.1481323242188,0.0,0.0,0.0,5437.037109375,1170.370361328125,0.0,0.0,1248.148193359375,1422.22216796875,59.25925827026367,1051.851806640625,4433.33349609375,13355.5556640625,11111.111328125,5437.037109375,0,2015,2012.0,1.0,0.0,0.0,1627.0,male,Domestic,5520.0,3,East,2012-07-16,0.45409183932167096,Active,8.396907062254611,6.958307515162463,7.429630736251848,6.61760099623417,7.065075525844705,4.081922025534243,7.259975834424516,3.0
16110825.0,1059.25927734375,12066.6669921875,685.1851806640625,0.0,0.0,0.0,225.9259185791016,1033.3333740234375,0.0,0.0,12062.962890625,12388.888671875,3003.70361328125,929.629638671875,17700.0,12103.7041015625,11111.111328125,225.9259185791016,0,2015,2012.0,1.0,0.0,1.0,1062.0,female,Domestic,5510.0,3,Central,2012-02-15,0.125,Active,9.78131991856192,6.834786268842264,6.965325147876386,6.5296891384636915,6.940545141182647,8.007601343995521,9.424555275029276,3.0
29765092.0,30874.07421875,179096.296875,303903.71875,0.0,0.0,0.0,900674.0625,87070.3671875,0.0,0.0,47318.51953125,327337.03125,0.0,80577.78125,509818.53125,66651.8515625,11111.111328125,900674.0625,0,2014,2012.0,1.0,0.0,0.0,1425.0,male,Domestic,5610.0,1,Central,2012-10-15,0.45409183932167096,Active,13.141810120302736,11.296978223618174,10.337672088662911,12.624466215585528,11.374471888966635,0.0,12.69874559570244,2.0
29765092.0,56129.62890625,281633.34375,274548.15625,0.0,0.0,0.0,844544.4375,15462.962890625,0.0,0.0,39540.7421875,495714.8125,0.0,12955.5556640625,628551.875,79607.40625,11111.111328125,844544.4375,0,2015,2012.0,1.0,0.0,0.0,1425.0,male,Domestic,5610.0,1,Central,2012-10-15,0.45409183932167096,Active,13.351173841394768,9.469279983937632,10.935419096588005,12.52288195714996,9.646202952590574,0.0,13.11375606554728,3.0
60112976.0,13614.814453125,948.1481323242189,52655.5546875,0.0,7407.4072265625,7407.4072265625,54988.890625,3133.333251953125,0.0,0.0,566.6666870117188,40162.96484375,12755.5556640625,2811.111083984375,57722.22265625,-22722.22265625,11111.111328125,54988.890625,0,2015,2012.0,1.0,0.0,1.0,898.0,female,Domestic,5610.0,1,Central,2012-12-12,0.1547619104385376,Active,10.963397519704449,7.941335087729565,9.51891377689344,10.871527014133914,8.04985265361758,9.453722194038026,10.600700577431208,3.0
62201420.0,2711.111083984375,19700.0,29859.259765625,911.111083984375,0.0,-911.111083984375,15496.2958984375,4540.74072265625,270.370361328125,4666.66650390625,4240.74072265625,415300.0,57162.96484375,3981.4814453125,407996.28125,4859.25927734375,1851.851806640625,15225.92578125,0,2014,2012.0,1.0,0.0,1.0,1632.0,female,Domestic,5610.0,1,Central,2012-07-09,0.8611111044883728,Active,12.919013338761427,8.289409251461223,7.905113823939311,10.30425028061929,8.4208454324972,10.953661499903507,12.936756429618844,2.0
62201420.0,2081.4814453125,40244.4453125,45844.4453125,596.2963256835938,0.0,-596.2963256835938,25400.0,15774.07421875,214.8148193359375,0.0,8392.5927734375,528900.0,39459.2578125,14937.037109375,504411.125,19800.0,1851.851806640625,25185.185546875,0,2015,2012.0,1.0,0.0,1.0,1632.0,female,Domestic,5610.0,1,Central,2012-07-09,0.8541666865348816,Active,13.131146938737682,9.611599119699989,7.640835152500896,10.733009321217873,9.66612299907873,10.583023970796074,13.178554657054072,3.0
64876104.0,440.7407531738281,87777.78125,56829.62890625,0.0,0.0,0.0,1318.5185546875,48655.5546875,0.0,9977.77734375,41400.0,587592.5625,71818.515625,27133.333984375,711574.0625,32037.037109375,22222.22265625,1318.5185546875,0,2013,2012.0,1.0,0.0,0.0,1553.0,male,Domestic,5610.0,2,East,2012-06-28,1.954545497894287,Active,13.475234784559207,10.208518287316686,6.088456841304818,10.947813104378065,10.792521257612439,11.18189759957707,13.28378906578174,1.0
64876104.0,1722.22216796875,120985.1875,40666.66796875,0.0,0.0,0.0,33892.59375,94000.0,0.0,8866.6669921875,37551.8515625,628725.9375,77662.9609375,68937.0390625,812696.3125,106585.1875,22222.22265625,33892.59375,0,2014,2012.0,1.0,0.0,0.0,1553.0,male,Domestic,5610.0,2,East,2012-06-28,1.9791666269302368,Active,13.60811277938635,11.140948889663441,7.451370694069102,10.613164067065727,11.451050061252142,11.260133729490342,13.351450729286023,2.0
64876104.0,11581.4814453125,140966.671875,25740.740234375,0.0,0.0,0.0,67322.21875,73274.0703125,0.0,7466.66650390625,60037.03515625,688103.6875,102166.65625,67766.6640625,879233.3125,174351.859375,22222.22265625,67322.21875,0,2015,2012.0,1.0,0.0,0.0,1553.0,male,Domestic,5610.0,2,East,2012-06-28,2.1875,Active,13.686805570912448,11.123825672519896,9.357162674318602,10.155830238870838,11.201962077849338,11.534360643732702,13.441694814135666,3.0
69633248.0,2996.29638671875,13285.185546875,9262.962890625,0.0,0.0,0.0,4225.92578125,10800.0,0.0,1303.7037353515625,11981.4814453125,61692.59375,38044.4453125,10259.2587890625,114611.109375,6637.037109375,1851.851806640625,4225.92578125,0,2013,2012.0,1.0,1.0,0.0,1765.0,male,Foreign,5610.0,2,Central,2012-02-28,0.409722238779068,Active,11.649300019009381,9.235935873333693,8.00513226722033,9.133779243052006,9.287301413112312,10.546510368730384,11.02991916622175,1.0
69633248.0,3070.370361328125,18414.814453125,6100.0,0.0,503.7037048339844,503.7037048339844,13966.6669921875,1562.9630126953125,0.0,0.0,18351.8515625,59185.18359375,40181.48046875,1351.851806640625,104985.1875,7988.888671875,1851.851806640625,13966.6669921875,0,2014,2012.0,1.0,1.0,0.0,1765.0,male,Foreign,5610.0,2,Central,2012-02-28,0.5069444179534912,Active,11.561574547759578,7.209230640122332,8.029553472174056,8.716044050161402,7.354338665839049,10.601161483602278,10.988426512414948,2.0
70344344.0,337.0370483398437,0.0,1959.25927734375,0.0,0.0,0.0,888.888916015625,1581.4814453125,0.0,0.0,0.0,18762.962890625,0.0,1422.22216796875,20681.482421875,3274.073974609375,1851.851806640625,888.888916015625,1,2012,2012.0,1.0,0.0,0.0,1668.0,male,Domestic,2651.0,3,Central,2012-05-20,0.45409183932167096,Active,9.936994009896287,7.259975834424516,5.8201928600364115,7.580321761072331,7.36611731034207,0.0,9.839640146690023,0.0
70344344.0,407.4074096679688,49374.07421875,35707.40625,0.0,0.0,0.0,674.0740966796875,12296.2958984375,0.0,0.0,12914.814453125,41214.81640625,0.0,11066.6669921875,54344.4453125,14340.7412109375,1851.851806640625,674.0740966796875,0,2013,2012.0,1.0,0.0,0.0,1668.0,male,Domestic,2651.0,3,Central,2012-05-20,0.45409183932167096,Active,10.903097685164445,9.311692895651003,6.009813691324829,10.483113404234492,9.41705334953831,0.0,10.626553092200224,1.0
70344344.0,748.1481323242188,54248.1484375,37411.109375,0.0,0.0,0.0,455.5555419921875,3274.073974609375,0.0,0.0,25751.8515625,90048.1484375,0.0,2948.148193359375,94177.78125,17292.591796875,1851.851806640625,455.5555419921875,0,2014,2012.0,1.0,0.0,0.0,1668.0,male,Domestic,2651.0,3,Central,2012-05-20,0.45409183932167096,Active,11.452939564908867,7.988932521163612,6.61760099623417,10.52972298140665,8.093790352241916,0.0,11.408099788899097,2.0
70344344.0,196.2962951660156,56974.07421875,33025.92578125,0.0,0.0,0.0,259.2592468261719,7681.4814453125,0.0,0.0,16648.1484375,136355.5625,0.0,6914.81494140625,144451.859375,24207.408203125,1851.851806640625,259.2592468261719,0,2015,2012.0,1.0,0.0,0.0,1668.0,male,Domestic,2651.0,3,Central,2012-05-20,0.45409183932167096,Active,11.88070157791261,8.841421481832763,5.27962522777785,10.405048161737964,8.946567704064641,0.0,11.823021183187851,3.0
111410176.0,214.8148193359375,4677.77783203125,2551.851806640625,0.0,0.0,0.0,677.7777709960938,2422.22216796875,0.0,62.96296310424805,170.37037658691406,7040.74072265625,1533.3333740234375,2314.814697265625,12270.3701171875,2803.70361328125,1851.851806640625,677.7777709960938,0,2013,2012.0,1.0,0.0,0.0,1765.0,male,Domestic,5610.0,2,East,2012-02-27,0.0833333358168602,Active,9.41494270164998,7.747084918938913,5.369776351576787,7.844574573280394,7.792440649042739,7.335199320346101,8.859468659903643,1.0
119080760.0,0.0,5525.92578125,2607.407470703125,0.0,0.0,0.0,0.0,4085.185302734375,0.0,0.0,5525.92578125,0.0,74.0740737915039,3662.962890625,4370.37060546875,2918.5185546875,1851.851806640625,0.0,0,2013,2012.0,1.0,0.0,1.0,1586.0,female,Domestic,5610.0,1,Central,2012-08-22,0.0833333358168602,Active,8.382603091237169,8.20602763185799,0.0,7.866111700417151,8.315122368011771,4.305065589723056,0.0,1.0
141756624.0,448.1481628417969,160411.109375,141303.703125,0.0,0.0,0.0,392.5925903320313,19807.408203125,0.0,0.0,61751.8515625,640062.9375,7870.37060546875,17848.1484375,669677.75,19500.0,1851.851806640625,392.5925903320313,0,2013,2012.0,1.0,0.0,0.0,1488.0,male,Domestic,2732.0,1,Central,2012-11-21,0.45409183932167096,Active,13.414551905514651,9.789655052835965,6.105123898367983,11.858666775866363,9.893811298378324,8.970860431213602,13.369321790344559,1.0
141756624.0,596.2963256835938,171233.328125,122481.4765625,0.0,0.0,0.0,377.77777099609375,41059.2578125,0.0,0.0,4925.92578125,924622.25,10574.07421875,36951.8515625,925340.75,49129.62890625,1851.851806640625,377.77777099609375,0,2014,2012.0,1.0,0.0,0.0,1488.0,male,Domestic,2732.0,1,Central,2012-11-21,0.45409183932167096,Active,13.737917327038284,10.517371035066759,6.390737734251269,11.715715085798578,10.622771614727629,9.26616045575601,13.737140554707025,2.0
141756624.0,211.11111450195312,71711.109375,21648.1484375,0.0,0.0,0.0,166.6666717529297,1222.22216796875,0.0,0.0,1451.851806640625,224896.296875,4825.92578125,1100.0,228100.0,50229.62890625,11111.111328125,166.6666717529297,0,2015,2012.0,1.0,0.0,0.0,1488.0,male,Domestic,2732.0,1,Central,2012-11-21,0.45409183932167096,Active,12.337539408272479,7.003065458786462,5.352384603880195,9.982675207256056,7.108425930055082,8.481757867129712,12.323394672160447,3.0
